Situacao
CNPJ: 83.471.169/0001-57Inapta
CNPJ: 05.319.715/0001-25Ativa
CNPJ: 12.862.723/0001-89Ativa
CNPJ: 23.418.366/0001-80Ativa
CNPJ: 02.070.499/0001-39Inapta
CNPJ: 15.124.758/0001-09Ativa
CNPJ: 01.084.408/0001-51Baixada
CNPJ: 07.315.463/0001-91Inapta
CNPJ: 20.597.108/0001-10Inapta
CNPJ: 14.081.119/0001-40Ativa
CNPJ: 02.164.746/0001-66Baixada
CNPJ: 19.834.432/0001-26Inapta
CNPJ: 16.807.013/0001-07Inapta
CNPJ: 09.342.091/0001-18Inapta
CNPJ: 02.558.516/0001-81Ativa
CNPJ: 09.640.956/0001-22Ativa
CNPJ: 13.713.568/0001-00Ativa
CNPJ: 00.098.620/0001-05Ativa
CNPJ: 20.361.787/0001-24Ativa
CNPJ: 02.374.194/0001-10Ativa
CNPJ: 24.833.625/0001-00Inapta
CNPJ: 81.862.013/0001-71Ativa
CNPJ: 05.358.310/0001-04Ativa
CNPJ: 15.508.323/0001-68Baixada
CNPJ: 00.309.437/0001-01Inapta
CNPJ: 10.194.452/0001-05Ativa
CNPJ: 08.925.210/0001-00Ativa
CNPJ: 12.610.961/0001-05Ativa
CNPJ: 20.991.987/0001-60Ativa
CNPJ: 13.508.784/0001-05Ativa
CNPJ: 27.391.546/0001-77Ativa
CNPJ: 21.180.524/0001-81Ativa
CNPJ: 30.197.945/0001-06Ativa
CNPJ: 02.811.902/0001-33Inapta
CNPJ: 03.150.915/0001-71Baixada
CNPJ: 76.823.723/0003-14Ativa
CNPJ: 02.215.320/0001-94Inapta
CNPJ: 32.916.365/0001-57Ativa
CNPJ: 11.217.710/0001-94Suspensa
CNPJ: 02.429.628/0001-32Ativa
CNPJ: 14.631.817/0001-72Inapta
CNPJ: 04.351.335/0001-05Inapta
CNPJ: 14.588.463/0001-20Inapta
CNPJ: 03.249.563/0001-06Ativa
CNPJ: 18.279.648/0001-04Ativa
CNPJ: 33.264.798/0001-38Ativa
CNPJ: 25.072.250/0001-68Ativa
CNPJ: 12.365.305/0001-86Ativa
CNPJ: 43.211.319/0001-79Ativa
CNPJ: 07.216.218/0001-27Ativa
CNPJ: 41.522.205/0001-14Ativa
CNPJ: 93.411.973/0001-02Inapta
CNPJ: 04.403.880/0001-06Baixada
CNPJ: 81.595.951/0001-52Inapta
CNPJ: 01.183.240/0001-31Ativa
CNPJ: 74.196.007/0001-67Ativa
CNPJ: 34.706.483/0001-66Ativa
CNPJ: 08.850.027/0001-85Ativa
CNPJ: 12.646.589/0001-89Ativa
CNPJ: 20.345.298/0001-89Ativa
CNPJ: 82.189.762/0001-42Inapta
CNPJ: 03.803.019/0001-64Inapta
CNPJ: 17.959.085/0001-32Ativa
CNPJ: 26.456.884/0001-87Ativa
CNPJ: 85.208.262/0001-07Inapta
CNPJ: 06.107.851/0001-14Ativa
CNPJ: 05.464.344/0001-75Ativa
CNPJ: 09.551.895/0001-27Inapta
CNPJ: 13.490.682/0001-00Ativa
CNPJ: 91.995.498/0001-25Inapta
CNPJ: 02.172.574/0001-72Ativa
CNPJ: 10.267.400/0001-11Baixada
CNPJ: 33.953.740/0001-00Ativa
CNPJ: 15.584.151/0001-01Baixada
CNPJ: 12.898.077/0001-00Ativa
CNPJ: 05.240.848/0001-01Inapta
